pressure,temperature_mean,salinity_mean
265,13.944499754050927,38.611375
266,13.946070759275587,38.61235111579833
267,13.945958391691375,38.61335705039509
268,13.94655200628653,38.614177225309106
269,13.94817145,38.6148575
270,13.949293636222563,38.61555505898491
271,13.951443207644902,38.6166390625
272,13.953635160367451,38.61815101156325
273,13.953268700000002,38.6184965
274,13.953108571367409,38.61983868098422
275,13.9534,38.62025
276,13.953374468293559,38.622226648834015
277,13.953652936008668,38.62263359036358
278,13.955504382038013,38.624290357625846
279,13.955746296296297,38.624500000000005
280,13.958112120663898,38.626080398007446
281,13.958612500000001,38.626625000000004
282,13.960460989316143,38.6276844470045
283,13.961549999999999,38.628249999999994
284,13.967399974556892,38.63109047775794
285,13.967217390793408,38.63152065417472
286,13.970338778392486,38.63348230424271
287,13.970862499999999,38.633875
288,13.97311749968695,38.63541503024738
289,13.976549999999998,38.637125000000005
290,13.971954032751803,38.63661964923286
291,13.97285327425842,38.63731727897252
292,13.971474545171821,38.63802342104342
293,13.970899999999999,38.63837500000001
294,13.975854661974557,38.64103164821926
295,13.98081237855903,38.64286269722014
296,13.98341984677752,38.64384352337598
297,13.985874999999998,38.64525
298,13.985531892476956,38.645641773335
299,13.9870625,38.646875
300,13.987277907420115,38.646954479302366
301,13.989285973120817,38.64768523536065
302,13.99228870691307,38.64885562851875
303,13.995332972328633,38.65019676695515
304,13.998069958144756,38.65152843763033
305,14.00071254045041,38.65288513507225
306,14.003339267836905,38.65425938243777
307,14.005882368055188,38.655602870212306
308,14.008256911978991,38.65687538104
309,14.010326687144083,38.65803143104712
310,14.01198089142187,38.65902623985428
311,14.013215416820088,38.65984808678271
312,14.014315445026682,38.66062762862018
313,14.01545943552451,38.66143210429806
314,14.017006418026428,38.662388640555115
315,14.019032428163937,38.66352202060588
316,14.02141323161074,38.66478290725553
317,14.02402260840118,38.66612179388541
318,14.02672325220373,38.6674880573621
319,14.029383103143351,38.66883170620984
320,14.031775257023442,38.67010755274131
321,14.033759601440659,38.67127766532515
322,14.03526092288183,38.67230751266352
323,14.036137721466826,38.673134086443724
324,14.036691497776244,38.67384536911671
325,14.037190399344619,38.67452171848277
326,14.037638759232788,38.675157670046296
327,14.038040850211624,38.675747895908756
328,14.038402773386819,38.676291110972414
329,14.038728248032601,38.67678338903405
330,14.039016797008802,38.67721357163676
331,14.03919772295493,38.677582413429455
332,14.039091649540433,38.677913549589896
333,14.038714652382868,38.67821280557609
334,14.038107721183477,38.67848222286395
335,14.037376483354874,38.67873470008507
336,14.03656472993002,38.67897762619016
337,14.035702097779343,38.67920877963703
338,14.034816352688814,38.67942897557745
339,14.033933748101914,38.679645626999935
340,14.033144856228652,38.67988531017007
341,14.03246698899635,38.68017020814111
342,14.031754602402698,38.680459638872485
343,14.031000527672369,38.680740366054515
344,14.030194987432132,38.68099727844966
345,14.029318523293082,38.681209356108226
346,14.028326497135541,38.681368314737405
347,14.02716191134907,38.68148998521599
348,14.025872962279358,38.68157598282059
349,14.024634647177594,38.681678421133405
350,14.023549243887652,38.68181890438581
351,14.022650168087548,38.68200442437543
352,14.021790475343801,38.68222130419822
353,14.020977372658207,38.682460548917824
354,14.020244268789316,38.682715015355754
355,14.019586682152056,38.68297293775535
356,14.019006063824463,38.68321916571985
357,14.01850039574242,38.6834623510874
358,14.018002323273711,38.6837242331859
359,14.017532862063078,38.68399837727562
360,14.017115672424005,38.68427166891953
361,14.016778339673921,38.684537298741695
362,14.016533081869216,38.68480178690317
363,14.016370993378994,38.68509167576907
364,14.016280890987046,38.68541342311803
365,14.016272423686246,38.68576127193961
366,14.016339867891517,38.68613244693284
367,14.01646778088669,38.6865122340809
368,14.016638747640682,38.68688553445415
369,14.016842847595877,38.68724349229437
370,14.01706589185147,38.687574573636205
371,14.017278670103652,38.687871099379976
372,14.017545072868907,38.68818422903435
373,14.017918393079485,38.68852606027579
374,14.018417618450101,38.688904161428546
375,14.01902732391274,38.68931650253696
376,14.019725669640447,38.68975793815687
377,14.020578588937273,38.69025041100128
378,14.021866881174185,38.69087926839928
379,14.02347522112962,38.691604395131115
380,14.025233094171245,38.69237936455211
381,14.026886711082788,38.69313153157815
382,14.028268154322049,38.693803780741426
383,14.029256758461946,38.694365806410495
384,14.029784590206738,38.69479742411101
385,14.029863768368617,38.695086711578654
386,14.029837075380133,38.69533828067202
387,14.029764961834582,38.695557874045655
388,14.029663892631058,38.69573962189128
389,14.029495801768926,38.6958698724623
390,14.029238063784888,38.695932248258515
391,14.028872772903133,38.69593033256972
392,14.028296906348094,38.69586658021304
393,14.027490885544069,38.695740491947014
394,14.026533217708398,38.69558654043429
395,14.025533051701379,38.69544436871579
396,14.024546570205453,38.69532325242366
397,14.02360990374895,38.69522382312353
398,14.022637862418113,38.69511496421169
399,14.021598271665043,38.69497973100348
400,14.020589259501556,38.69486222903038
401,14.019645161310931,38.694774724677195
402,14.018789007245507,38.694714540745665
403,14.017981814756098,38.69467900003752
404,14.017212012785949,38.69466542535448
405,14.016486902346745,38.69467085445283
406,14.01571721550446,38.694659465356075
407,14.014829555617153,38.694601272942556
408,14.013842182510874,38.694505649993424
409,14.01283196700962,38.69440275234549
410,14.011843096092202,38.69431327425932
411,14.010806713448368,38.69423165684642
412,14.009642322493619,38.6941505391868
413,14.008451908341762,38.69409260866759
414,14.007309592236751,38.694071672331695
415,14.006117142659702,38.694049707686275
416,14.004909180494305,38.69402870378128
417,14.003814604647244,38.69404209880702
418,14.00296403563572,38.69412904148604
419,14.002420276064589,38.69429642157878
420,14.00208654662783,38.69451542301834
421,14.001821509606943,38.69474816591439
422,14.001601811733405,38.69497402193397
423,14.001410874329196,38.69518253278354
424,14.001209478908367,38.695365890348725
425,14.000934957413993,38.69549274553085
426,14.00055008287874,38.69554298858007
427,14.000044563553287,38.695533399040606
428,13.99939854517298,38.695479536940006
429,13.998597436955972,38.69538044968256
430,13.997616165981613,38.695232364960766
431,13.996478520206074,38.69503696319258
432,13.995251880686473,38.69481704411803
433,13.994014928347415,38.69460087922411
434,13.992775208989409,38.69439194057922
435,13.991580848207189,38.69420103623536
436,13.990498682005706,38.69404450348969
437,13.989572682750724,38.69394704981974
438,13.988797176147248,38.693912024924366
439,13.988132413500244,38.6939244702518
440,13.987571651728969,38.69397514872007
441,13.987059677421692,38.69404375635723
442,13.986580978857514,38.694119088831975
443,13.986108994480233,38.69418965358412
444,13.985578578660267,38.69423660781911
445,13.984966693674782,38.694245673602445
446,13.98422992568988,38.69419175583861
447,13.983437224084728,38.69409997631587
448,13.982616188795998,38.69398072807509
449,13.981783665581592,38.69384263694421
450,13.980934465086591,38.69368991703505
451,13.980050832391253,38.69352396331139
452,13.97912668597273,38.69334888788782
453,13.978140615589231,38.693164313736304
454,13.97710384952592,38.69297802812658
455,13.976010185435868,38.69279334485371
456,13.974808831343069,38.69259724938587
457,13.97353296537829,38.69239283121257
458,13.972207424206708,38.69217969075636
459,13.97084957048913,38.69195958334637
460,13.969475788862859,38.691733227584386
461,13.96811003309682,38.69150495393835
462,13.966748187807585,38.69127281519392
463,13.965388286900263,38.69103543594793
464,13.964045813814284,38.69079556550073
465,13.96273013431738,38.690554375086805
466,13.961411049386651,38.6903063758005
467,13.960061721394295,38.69005504530966
468,13.958669761602636,38.6897973605347
469,13.957227478061974,38.689530233943714
470,13.955751380462617,38.68925708561148
471,13.954269338539564,38.68898490184758
472,13.952790361861576,38.688718088639035
473,13.9513352473899,38.68846207495185
474,13.949931452804929,38.6882230741759
475,13.948604300356424,38.688005141452614
476,13.94734838460976,38.68779759155619
477,13.9461554363716,38.687596997167205
478,13.945036521069756,38.68740576860209
479,13.943949070212607,38.68720986582463
480,13.942882951178634,38.687008973398065
481,13.941839718024035,38.68680592907074
482,13.94079714994135,38.68659894025842
483,13.939753117086198,38.68639101007003
484,13.938717078122679,38.686187272383734
485,13.93770055820473,38.68599210103753
486,13.936695123305107,38.685804616814444
487,13.935667987835542,38.685620786027684
488,13.934617064202067,38.685441051755554
489,13.933528629698376,38.68526247121317
490,13.932393800435992,38.685078795881665
