pressure,temperature,salinity
879,13.462255713553752,38.569965609568605
880,13.461458997101117,38.569757345162685
881,13.460549259510678,38.56949621234836
882,13.459543481552242,38.56919264567994
883,13.4584586439956,38.568857079711684
884,13.457311727610556,38.5684999489979
885,13.456119713166904,38.56813168809287
886,13.454899581434445,38.56776273155089
887,13.453668313182977,38.56740351392625
888,13.452442889182297,38.567064469773236
889,13.451148962967379,38.56673474085704
890,13.449647523054386,38.566381061999756
891,13.448009387385166,38.56601293547673
892,13.446311481485449,38.565641197037266
893,13.444630730880963,38.56527668243067
894,13.443044061097439,38.56493022740626
895,13.441628397660608,38.56461266771332
896,13.440460666096198,38.564334839101164
897,13.439617791929939,38.5641075773191
898,13.439147016166157,38.563938474027864
899,13.438819907358052,38.563802914063714
900,13.438558043795213,38.56368877119584
901,13.438344141361892,38.56359021864072
902,13.438160915942337,38.56350142961482
903,13.437991083420807,38.5634165773346
904,13.437817359681556,38.563329835016546
905,13.437622460608834,38.56323537587711
906,13.437389102086897,38.56312737313277
907,13.4371,38.563
908,13.436735694117415,38.562843027954315
909,13.436297736547749,38.56265532910146
910,13.435800361684246,38.562444727603165
911,13.435257803920154,38.562219047621234
912,13.434684297648712,38.561986113317424
913,13.434094077263174,38.561753748853484
914,13.433501377156777,38.5615297783912
915,13.432920431722769,38.56132202609232
916,13.4323654753544,38.56113831611861
917,13.431850482682323,38.56098638110648
918,13.431356417998796,38.560860777344665
919,13.430865245157133,38.56075133006986
920,13.430378216156797,38.560653626021065
921,13.429896582997255,38.56056325193728
922,13.429421597677972,38.56047579455751
923,13.428954512198407,38.56038684062074
924,13.428496578558029,38.56029197686597
925,13.4280490487563,38.56018679003221
926,13.427613174792684,38.56006686685845
927,13.427194274389963,38.55992682977089
928,13.426812772855225,38.559760030870635
929,13.426460645273181,38.55957016797204
930,13.426125220890539,38.55936229778439
931,13.42579382895399,38.55914147701691
932,13.425453798710238,38.558912762378874
933,13.425092459405983,38.55868121057954
934,13.424697140287922,38.558451878328164
935,13.424255170602754,38.558229822334
936,13.423753879597182,38.558020099306304
937,13.423138580860218,38.557821199497944
938,13.422363112434951,38.55762524839204
939,13.421460274767979,38.557431637693924
940,13.420463463795535,38.557239830854186
941,13.419406075453855,38.5570492913234
942,13.418321505679172,38.55685948255218
943,13.417243150407723,38.55666986799108
944,13.41620440557574,38.556479911090726
945,13.415238667119464,38.55628907530168
946,13.41437933097512,38.556096824074544
947,13.41363216969921,38.555898248569044
948,13.412862167142857,38.55567106118465
949,13.412068267912222,38.55542180885469
950,13.411276743125805,38.55516190888043
951,13.4105138639021,38.554902778563175
952,13.409805901359599,38.55465583520421
953,13.409179126616804,38.554432496104816
954,13.408659810792209,38.55424417856629
955,13.408274225004309,38.55410229988991
956,13.408048640371602,38.554018277376976
957,13.408002203466374,38.554
958,13.408038671875,38.554
959,13.408112584810253,38.554
960,13.408214341111458,38.554
961,13.408334339617943,38.554
962,13.408462979169038,38.554
963,13.408590658604062,38.554
964,13.408707776762345,38.554
965,13.408804732483215,38.554
966,13.408871924605997,38.554
967,13.408899751970015,38.554
968,13.40885939993034,38.55397391314757
969,13.408725602443328,38.55388928580681
970,13.408508971985661,38.553755003979894
971,13.408220392379166,38.55358029110131
972,13.407870747445669,38.55337437060552
973,13.407470921006999,38.55314646592699
974,13.407031796884983,38.552905800500206
975,13.406564258901447,38.552661597759645
976,13.40607919087822,38.55242308113978
977,13.405587476637129,38.552199474075074
978,13.4051,38.552
979,13.404548424109702,38.55181038914214
980,13.403874476291037,38.55161234475609
981,13.403104136638728,38.55140904981686
982,13.402263385247503,38.551203687299456
983,13.401378202212086,38.55099944017889
984,13.400474567627207,38.55079949143017
985,13.399578461587584,38.5506070240283
986,13.398715864187949,38.55042522094832
987,13.397912755523025,38.550257265165214
988,13.397195115687538,38.550106339654
989,13.396585489923215,38.549975052512586
990,13.395994403707249,38.54984764116782
991,13.395385046186712,38.54971818509186
992,13.39477462883731,38.549589973077815
993,13.394180363134739,38.54946629391879
994,13.393619460554698,38.549350436407885
995,13.393109132572883,38.54924568933821
996,13.392666590665,38.54915534150287
997,13.392309046306744,38.549082681694955
998,13.392053710973814,38.5490309987076
999,13.391917796141911,38.54900358133389
1000,13.3919,38.549
