pressure,temperature,salinity
279,14.1484,38.693
280,14.1484,38.693
281,14.1506,38.695
282,14.1506,38.695
283,14.1521,38.696
284,14.153071772119343,38.696442427944845
285,14.153892339347895,38.696775227769166
286,14.15440515491453,38.69696647599645
287,14.1545,38.697
288,14.1543056,38.697648
289,14.1542,38.698
290,14.154300000000001,38.698
291,14.1544,38.698
292,14.1545944,38.698648
293,14.1547,38.699
294,14.154625925925927,38.699740740740744
295,14.1546,38.7
296,14.1546,38.7005
297,14.1546,38.701
298,14.15595,38.701499999999996
299,14.1573,38.702
300,14.157302178971323,38.702016223305606
301,14.157323837596723,38.70218136591518
302,14.157361663723258,38.70248194841816
303,14.157406918161128,38.702864798635595
304,14.157450861720529,38.70327674438857
305,14.157484755211653,38.70366461349815
306,14.157499859444696,38.70397523378539
307,14.1574160399073,38.70420687994925
308,14.15714376496054,38.70441622672415
309,14.156711935086262,38.70460864529465
310,14.15615039649906,38.70478896837349
311,14.155488995413528,38.70496202867341
312,14.154757578044256,38.70513265890713
313,14.153985990605836,38.70530569178741
314,14.153204079312859,38.70548596002695
315,14.15244169037992,38.70567829633852
316,14.151728670021612,38.70588753343483
317,14.151078979337827,38.706117148638164
318,14.150417888501337,38.70636168715253
319,14.149735680486035,38.706619118654096
320,14.149037493896767,38.70688852874659
321,14.148328467338374,38.70716900303377
322,14.147613739415704,38.70745962711938
323,14.146898448733603,38.707759486607145
324,14.146187733896918,38.708067667100835
325,14.145486733510491,38.7083832542042
326,14.144800586179171,38.70870533352096
327,14.144134589727102,38.70903329292684
328,14.143508668656786,38.70939886270416
329,14.142923692819158,38.7098126442909
330,14.142364956290324,38.71025873115774
331,14.141817753146388,38.710721216775376
332,14.141267377463452,38.7111841946145
333,14.14069912331762,38.71163175814582
334,14.140098284785,38.71204800084003
335,14.139450155941693,38.71241701616781
336,14.138740030863802,38.71272289759987
337,14.137953203627436,38.71294973860691
338,14.137059999633099,38.71310592621118
339,14.136018645541325,38.71325263012873
340,14.13484504219192,38.713392055198106
341,14.133558347734372,38.713522152034145
342,14.13217772031817,38.713640871251684
343,14.130722318092799,38.71374616346555
344,14.129211299207745,38.713835979290565
345,14.127663821812499,38.71390826934156
346,14.126099044056541,38.71396098423337
347,14.124536124089367,38.713992074580815
348,14.122992988626594,38.71399890295818
349,14.121442567056427,38.71396187206307
350,14.119863501990125,38.713876437595275
351,14.118251653894589,38.71374828942392
352,14.11660288323673,38.71358311741808
353,14.114913050483464,38.713386611446886
354,14.11317801610169,38.71316446137943
355,14.111393640558326,38.712922357084814
356,14.109555784320277,38.71266598843215
357,14.107660307854452,38.71240104529054
358,14.10570307162776,38.71213321752908
359,14.103674665578962,38.71185893714161
360,14.101544946860459,38.7115296711208
361,14.09931886726113,38.71114523597468
362,14.097007273526275,38.71071485323938
363,14.094621012401184,38.71024774445104
364,14.092170930631156,38.709753131145746
365,14.089667874961489,38.70924023485963
366,14.087122692137475,38.70871827712882
367,14.084546228904413,38.708196479489416
368,14.081949332007602,38.707684063477565
369,14.079342848192331,38.70719025062937
370,14.076680386251086,38.706701823235065
371,14.073768071742801,38.70614346230385
372,14.070661096666758,38.705532004140885
373,14.067442004012214,38.70489473990611
374,14.064193336768431,38.704258960759475
375,14.060997637924668,38.70365195786093
376,14.057937450470185,38.703101022370426
377,14.055095317394239,38.7026334454479
378,14.052553781686093,38.702276518253306
379,14.050395386335005,38.7020575319466
380,14.048693887570302,38.702
381,14.047223121657835,38.702
382,14.045855275413755,38.702
383,14.04459479330399,38.702
384,14.04344611979447,38.702
385,14.04241369935113,38.702
386,14.041501976439895,38.702
387,14.040715395526695,38.702
388,14.040058401077465,38.702
389,14.039539999933524,38.702
390,14.039143781674573,38.702
391,14.038828614725194,38.702
392,14.038553235003434,38.702
393,14.038276378427344,38.702
394,14.037956780914973,38.702
395,14.037553178384366,38.702
396,14.037024306753576,38.702
397,14.036242967340398,38.70197871536157
398,14.034715414276183,38.70181681253816
399,14.032475770405465,38.701514407839255
400,14.029651107152448,38.701093832688784
401,14.026368495941336,38.700577418510655
402,14.022755008196329,38.699987496728795
403,14.018937715341636,38.69934639876712
404,14.01504368880146,38.69867645604955
405,14.0112,38.698
406,14.006798351324539,38.69711575800618
407,14.001396628144752,38.69588898596863
408,13.995371176358438,38.69444180808053
409,13.989098341863397,38.69289634853506
410,13.98295447055743,38.691374731525386
411,13.977315908338339,38.68999908124469
412,13.972559001103921,38.68889152188617
413,13.969060094751981,38.68817417764298
414,13.966969542418337,38.68789715146107
415,13.965179047531882,38.68770523181349
416,13.963510099269305,38.68753298948576
417,13.961995881136275,38.68738199337323
418,13.960669576638457,38.68725381237124
419,13.959564369281518,38.68715001537511
420,13.958713442571122,38.68707217128022
421,13.958149980012934,38.687021848981885
422,13.957907165112621,38.68700061737546
423,13.958081667918858,38.687093163035314
424,13.958745524981218,38.687433602554464
425,13.959766491359881,38.68795717505635
426,13.961007217317807,38.68859344477836
427,13.962330353117956,38.68927197595792
428,13.96359854902329,38.68992233283246
429,13.964674455296768,38.69047407963937
430,13.965420722201351,38.69085678061608
431,13.9657,38.691
432,13.9657,38.691
433,13.9657,38.691
434,13.9657,38.691
435,13.9657,38.691
436,13.9657,38.691
437,13.9657,38.691
438,13.9657,38.691
439,13.9657,38.691
440,13.965686350562871,38.6909968978552
441,13.965238265270884,38.69089506028884
442,13.964247698435647,38.69066993146265
443,13.96283817092171,38.69034958430039
444,13.96113320359362,38.689962091725825
445,13.959256317315923,38.689535526662716
446,13.957331032953164,38.689097962034815
447,13.955480871369893,38.68867747076589
448,13.953829353430658,38.68830212577969
449,13.9525,38.688
450,13.951432664078503,38.68775680039771
451,13.95046667414809,38.68753568075938
452,13.949574764295349,38.68733088423228
453,13.948729668606854,38.68713665396367
454,13.94790412116918,38.68694723310081
455,13.947070856068914,38.686756864790965
456,13.946202607392626,38.68655979218138
457,13.9452721092269,38.68635025841933
458,13.944252095658312,38.68612250665207
459,13.94311011732472,38.685867251817996
460,13.941811264338527,38.685565083032756
461,13.940383032283963,38.68522592080073
462,13.938860706495996,38.68486404885978
463,13.93727957230959,38.68449375094776
464,13.935674915059712,38.68412931080252
465,13.93408202008133,38.68378501216193
466,13.932536172709407,38.683475138763825
467,13.931072658278913,38.683213974346074
468,13.929726762124812,38.68301580264654
469,13.928458877761647,38.68286947057041
470,13.927184121205034,38.68274167372523
471,13.9259184888634,38.682628906273145
472,13.924678871077221,38.682527947236686
473,13.923482158186971,38.68243557563845
474,13.922345240533122,38.682348570500984
475,13.921285008456156,38.68226371084684
476,13.920318352296542,38.6821777756986
477,13.919462162394758,38.68208754407882
478,13.918732757251783,38.681989747661106
479,13.918076726220823,38.681877468552
480,13.917452528097378,38.68175175832277
481,13.916863050278689,38.6816187691918
482,13.916311180161998,38.681484653377474
483,13.915799805144548,38.681355563098194
484,13.915331812623583,38.681237650572335
485,13.914910089996338,38.681137068018295
486,13.914537524660062,38.68105996765447
487,13.914217004011995,38.681012501699236
488,13.913950262808648,38.68100113832538
489,13.913702630191214,38.68103826582536
490,13.913460333833026,38.681119494010595
491,13.913228256498245,38.681233515013076
492,13.91301128095104,38.68136902096478
493,13.91281428995557,38.681514703997706
494,13.912642166276001,38.68165925624383
495,13.912499792676496,38.68179136983513
496,13.912392051921218,38.6818997369036
497,13.912323826774331,38.68197304958123
498,13.9123,38.682
499,13.91230808512563,38.682
500,13.91233007892892,38.682
501,13.912362589049462,38.682
502,13.91240222312685,38.682
503,13.912445588800688,38.682
504,13.912489293710564,38.682
505,13.912529945496075,38.682
506,13.91256415179682,38.682
507,13.912588520252392,38.682
508,13.912599658502385,38.682
509,13.912436609301844,38.681955866647634
510,13.911810397512129,38.6817872343422
511,13.91078024993825,38.68151095285227
512,13.909415727546016,38.68114676187892
513,13.90778639130123,38.68071440112323
514,13.905961802169696,38.68023361028631
515,13.904011521117226,38.679724129069214
516,13.90200510910962,38.67920569717304
517,13.900012127112689,38.67869805429887
518,13.898102136092234,38.67822094014779
519,13.896288848238079,38.67777924511994
520,13.894300334379869,38.67730139965565
521,13.89213395759121,38.67678663754755
522,13.889842218890555,38.67624879594976
523,13.887477619296353,38.6757017120164
524,13.885092659827059,38.67515922290159
525,13.882739841501124,38.674635165759454
526,13.880471665337,38.67414337774411
527,13.878340632353137,38.67369769600966
528,13.876399243567986,38.67331195771026
529,13.8747,38.673
530,13.873256156761,38.67275540703883
531,13.872010429183508,38.67255497681182
532,13.870909508617054,38.67238736721083
533,13.869900086411151,38.67224123612771
534,13.868928853915323,38.672105241454325
535,13.867942502479089,38.67196804108251
536,13.86688772345197,38.67181829290412
537,13.865711208183487,38.67164465481102
538,13.864359648023157,38.67143578469505
539,13.862779734320506,38.67118034044807
540,13.860857006913006,38.67084381943748
541,13.858053714118219,38.67022550501778
542,13.854412637854574,38.66933348072208
543,13.850129066781173,38.66823250744352
544,13.84539828955712,38.66698734607527
545,13.840415594841518,38.66566275751047
546,13.83537627129347,38.6643235026423
547,13.830475607572078,38.66303434236392
548,13.825908892336448,38.66186003756849
549,13.821871414245683,38.660865349149155
550,13.818558461958883,38.6601150379991
551,13.815901911169192,38.65958513804467
552,13.813438720020562,38.659117673953766
553,13.811136094730161,38.658698764991684
554,13.80897628456291,38.65831958528066
555,13.806941538783722,38.65797130894298
556,13.805014106657511,38.657645110100894
557,13.803176237449204,38.65733216287667
558,13.801410180423709,38.65702364139255
559,13.79969818484595,38.6567107197708
560,13.798022499980837,38.65638457213367
561,13.79636537509329,38.65603637260344
562,13.794722888023038,38.655665382054714
563,13.793111086005986,38.65528250034534
564,13.791535042579305,38.6548921844693
565,13.789999698375976,38.65449881359252
566,13.788509994028967,38.65410676688091
567,13.787070870171258,38.65372042350041
568,13.78568726743582,38.65334416261693
569,13.784364126455634,38.65298236339641
570,13.783106387863668,38.65263940500479
571,13.781918992292903,38.652319666607966
572,13.78080688037631,38.65202752737188
573,13.779705378237702,38.651744501710375
574,13.778544836360124,38.65144663634131
575,13.77737384376115,38.65114628588232
576,13.776241923200297,38.65085610101778
577,13.775198597437068,38.650588732432084
578,13.774293389230971,38.65035683080961
579,13.773575821341513,38.65017304683475
580,13.773095416528209,38.65005003119188
581,13.772901697550564,38.6500004345654
582,13.7729,38.65
583,13.7729,38.65
584,13.7729,38.65
585,13.7729,38.65
586,13.7729,38.65
587,13.7729,38.65
588,13.7729,38.65
589,13.7729,38.65
590,13.77279045137752,38.64996531520893
591,13.772284414042659,38.64980627275926
592,13.771424194715639,38.64953867417093
593,13.770273171970855,38.64918502928743
594,13.768894724382704,38.64876784795227
595,13.767352230525585,38.64830964000893
596,13.765709068973893,38.64783291530093
597,13.764028618302026,38.64736018367176
598,13.762359118901998,38.64691075449746
599,13.760287610757652,38.646403127597736
600,13.757721696840827,38.64581458099942
601,13.754821511676168,38.645174313720396
602,13.751747189788325,38.64451152477858
603,13.74865886570194,38.64385541319182
604,13.745716673941665,38.64323517797803
605,13.743080749032146,38.64268001815509
606,13.740911225498026,38.64221913274089
607,13.739328325693934,38.64187488300226
608,13.738053870546288,38.641599331407626
609,13.736959278531847,38.641366330470426
610,13.735993073892985,38.64116256690576
611,13.735103780872073,38.64097472742879
612,13.734239923711485,38.640789498754636
613,13.733350026653593,38.64059356759841
614,13.732382613940766,38.640373620675255
615,13.73128620981538,38.640116344700296
616,13.730005601332604,38.63980177956897
617,13.728519885298775,38.63940458310237
618,13.726880717752085,38.63894338397297
619,13.725144286737562,38.63844072105289
620,13.72336678030022,38.6379191332142
621,13.721604386485085,38.63740115932899
622,13.719913293337175,38.636909338269355
623,13.718349688901514,38.63646620890739
624,13.716969761223119,38.63609431011518
625,13.715795945006109,38.63580039960457
626,13.714745773183829,38.63554610166671
627,13.713785718530977,38.63532001084668
628,13.712887181603136,38.63511314749206
629,13.712021562955892,38.63491653195052
630,13.711160263144828,38.63472118456968
631,13.71027468272553,38.63451812569715
632,13.70933622225358,38.634298375680565
633,13.70831628228456,38.63405295486758
634,13.707202039321604,38.63377613049259
635,13.706019398873336,38.63347328499271
636,13.704781156036775,38.63314974216984
637,13.703499391110519,38.63281071752982
638,13.702186184393158,38.632461426578516
639,13.700853616183286,38.632107084821776
640,13.699513766779491,38.631752907765474
641,13.698178716480367,38.63140411091547
642,13.696860545584505,38.6310659097776
643,13.695580420991272,38.63074345419699
644,13.69434969606916,38.630435787632635
645,13.693145207441834,38.63013701708395
646,13.691942983474187,38.62984117912797
647,13.69071905253111,38.62954231034169
648,13.689449442977498,38.62923444730215
649,13.688110183178239,38.62891162658636
650,13.686677301498227,38.62856788477134
651,13.685126826302355,38.62819725843412
652,13.68339968205214,38.627787809510515
653,13.68130835169361,38.62730708574878
654,13.67891407013622,38.62676706657621
655,13.676318407081835,38.62618674595225
656,13.67362293223233,38.62558511783633
657,13.670929215289574,38.62498117618789
658,13.668338825955432,38.62439391496637
659,13.665953333931778,38.62384232813119
660,13.663874308920484,38.6233454096418
661,13.662197029426192,38.62292102452463
662,13.660783483953045,38.62254509006969
663,13.659515577314485,38.622196866976886
664,13.658361663839752,38.62187109137199
665,13.65729009785808,38.6215624993808
666,13.65626923369871,38.62126582712908
667,13.655267425690877,38.62097581074263
668,13.654253028163815,38.62068718634721
669,13.653194395446766,38.620394690068636
670,13.652059881868965,38.62009305803267
671,13.650838437717686,38.61978140951125
672,13.649576757651039,38.61946971554849
673,13.648285126206634,38.619158696746794
674,13.646970625914008,38.61884834751516
675,13.645640339302707,38.61853866226257
676,13.64430134890227,38.61822963539802
677,13.64296073724224,38.61792126133051
678,13.641625586852154,38.617613534469
679,13.640302980261563,38.6173064492225
680,13.639,38.617
681,13.637597088982519,38.61666694479951
682,13.636021173347169,38.61629228603745
683,13.63434906045799,38.61589438475032
684,13.632657557679021,38.615491601974696
685,13.6310234723743,38.6151022987471
686,13.62952361190787,38.614744836104066
687,13.628234783643768,38.61443757508216
688,13.627233794946036,38.61419887671789
689,13.626597453178714,38.61404710204782
690,13.6264,38.614
691,13.6264,38.614
692,13.6264,38.614
693,13.6264,38.614
694,13.6264,38.614
695,13.6264,38.614
696,13.6264,38.614
697,13.6264,38.614
698,13.6264,38.614
699,13.6264,38.614
700,13.62637573844214,38.61399393959574
701,13.625575724833281,38.61379395432064
702,13.623794687658163,38.61334822407095
703,13.621237380734524,38.61270728582178
704,13.618108557880094,38.611921676548214
705,13.614612972912608,38.611041933225344
706,13.610955379649798,38.610118592828286
707,13.607340531909399,38.60920219233212
708,13.603973183509144,38.608343268711955
709,13.601058088266766,38.60759235894288
710,13.5988,38.607
711,13.597012300307357,38.606518524920816
712,13.595358732403247,38.60606473104142
713,13.593819592529233,38.605635851784676
714,13.592375176926893,38.60522912057351
715,13.5910057818378,38.60484177083085
716,13.589691703503526,38.60447103597957
717,13.588413238165641,38.604114149442594
718,13.587150682065719,38.60376834464284
719,13.585884331445332,38.6034308550032
720,13.584594482546054,38.60309891394657
721,13.583228236075588,38.60276092987357
722,13.581709434240215,38.60239623910665
723,13.580093554525861,38.602016154406954
724,13.578443409299203,38.60163384854835
725,13.576821810926912,38.6012624943047
726,13.57529157177567,38.600915264449874
727,13.573915504212147,38.60060533175771
728,13.572756420603023,38.60034586900211
729,13.571877133314967,38.60015004895693
730,13.571340454714662,38.60003104439601
731,13.571217516207753,38.60000429845589
732,13.57179003148688,38.60014479300291
733,13.573046861634811,38.6004532175791
734,13.574819040017276,38.6008881079797
735,13.5769376,38.601408
736,13.57923357494871,38.60197142943527
737,13.581537998229134,38.60253693208077
738,13.583681903206998,38.60306304373177
739,13.58549632324803,38.60350830018356
740,13.586812291717958,38.6038312372314
741,13.587460841982509,38.60399039067055
742,13.58717168771323,38.60390424067031
743,13.5856750876326,38.60346877316273
744,13.5831778314764,38.60274463410984
745,13.579911324295429,38.601801493644516
746,13.576106971140492,38.60070902189965
747,13.571996177062392,38.59953688900812
748,13.56781034711193,38.598354765102805
749,13.563780886339911,38.59723232031661
750,13.560139199797137,38.596239224782394
751,13.557116692534409,38.59544514863306
752,13.55492760358453,38.59491441066613
753,13.55317480176846,38.59452095884909
754,13.551584043538126,38.5941776429155
755,13.550128160462055,38.59387443258743
756,13.548779984108767,38.59360129758697
757,13.547512346046792,38.593348207636225
758,13.546298077844655,38.59310513245728
759,13.545110011070882,38.59286204177226
760,13.543920977293997,38.5926089053032
761,13.542703808082528,38.592335692772245
762,13.541431335004997,38.59203237390146
763,13.540079861355498,38.591685045382654
764,13.538660421035967,38.59129235697835
765,13.537200884902296,38.59086799518667
766,13.535729172763293,38.59042573399468
767,13.534273204427771,38.58997934738945
768,13.53286089970454,38.58954260935804
769,13.531520178402408,38.58912929388754
770,13.530278960330191,38.58875317496501
771,13.529165165296696,38.58842802657751
772,13.52820671311074,38.58816762271213
773,13.52743090113157,38.58798540996243
774,13.526784059952952,38.58785287147012
775,13.526208775705628,38.587741570480205
776,13.525692603731237,38.58764714009106
777,13.525223099371418,38.58756521340108
778,13.524787817967814,38.587491423508624
779,13.524374314862063,38.58742140351208
780,13.523970145395802,38.587350786509845
781,13.52356286491068,38.587275205600285
782,13.523140028748328,38.58719029388178
783,13.52268919225039,38.58709168445274
784,13.522199014451642,38.58697497417382
785,13.521695791775215,38.58683647034391
786,13.521193371260537,38.58667818697759
787,13.520688971615984,38.586503549023014
788,13.52017981154993,38.58631598142831
789,13.519663109770748,38.586118909141604
790,13.519136084986815,38.585915757111046
791,13.518595955906502,38.585709950284766
792,13.518039941238184,38.585504913610905
793,13.51746525969024,38.585304072037594
794,13.51686912997104,38.58511085051297
795,13.516248495039255,38.58492820767373
796,13.515599684976364,38.5847535056958
797,13.51492408071018,38.58458408636432
798,13.514223988881293,38.584418019348426
799,13.513501716130278,38.584253374317264
800,13.512759569097721,38.58408822094
801,13.511999854424205,38.58392062888576
802,13.511224878750307,38.58374866782373
803,13.510436948716615,38.583570407423025
804,13.50963837096371,38.58338391735282
805,13.508831452132174,38.583187267282256
806,13.508018034109668,38.58297838886477
807,13.50714959020766,38.58274118015839
808,13.50620797134038,38.58247160009388
809,13.505215356125417,38.582178202196125
810,13.504193923180361,38.58186953998996
811,13.503165851122807,38.58155416700025
812,13.502153318570338,38.58124063675188
813,13.501178504140551,38.58093750276968
814,13.500263586451034,38.580653318578534
815,13.499430744119374,38.580396637703295
816,13.498702155763167,38.58017601366883
817,13.4981,38.58
818,13.4976128759804,38.57986200628507
819,13.497200969737499,38.57974586724615
820,13.496843840212811,38.57964577410879
821,13.49652104634785,38.5795559180986
822,13.496212147084117,38.579470490441146
823,13.495896701363131,38.57938368236201
824,13.4955542681264,38.57928968508677
825,13.495164406315434,38.57918268984102
826,13.494706674871741,38.57905688785033
827,13.49414776882512,38.578904350395206
828,13.493438181666521,38.57871614423121
829,13.492606093322989,38.57849827253483
830,13.491686889735641,38.578258030109126
831,13.490715956845614,38.578002711757115
832,13.489728680594023,38.57773961228187
833,13.488760446922,38.577476026486416
834,13.487846641770666,38.57721924917381
835,13.487022326584896,38.57697647221015
836,13.486274537178945,38.576741349358414
837,13.485569227230869,38.576506427314534
838,13.484891900524369,38.576271590227826
839,13.48422806084314,38.57603672224759
840,13.48356321197088,38.57580170752317
841,13.482882857691287,38.575566430203864
842,13.48217250178806,38.57533077443902
843,13.481417648044898,38.57509462437793
844,13.480598720049398,38.57485749613617
845,13.479697034081415,38.57461820238918
846,13.478733927794572,38.57437747101053
847,13.477734040316601,38.57413622104145
848,13.476722010775232,38.573895371523164
849,13.475722478298199,38.573655841496915
850,13.474760082013228,38.57341855000393
851,13.47385946104805,38.57318441608545
852,13.47304121011949,38.57295339398221
853,13.472200260500028,38.57269801055969
854,13.471310527755575,38.57241657572307
855,13.47041230811777,38.57212436784749
856,13.469545897818229,38.571836665308126
857,13.468751593088589,38.57156874648014
858,13.468069690160473,38.57133588973869
859,13.467540485265511,38.57115337345893
860,13.467204274635332,38.571036476016026
861,13.4671,38.571
862,13.4671,38.571
863,13.4671,38.571
864,13.4671,38.571
865,13.4671,38.571
866,13.4671,38.571
867,13.4671,38.571
868,13.4671,38.571
869,13.4671,38.571
870,13.46709902005145,38.57099980794344
871,13.466986741825767,38.57097766604167
872,13.466706589462667,38.57092189900016
873,13.466284921311736,38.57083699385598
874,13.465748095722553,38.5707274376462
875,13.4651224710447,38.5705977174079
876,13.464434405627756,38.57045232017816
877,13.463710257821305,38.57029573299405
878,13.46297638597493,38.57013244289265
