Depth_m,SoundSpeed_mps,Temperature_degC,Salinity_PSU
160,1510.30000685281,14.004829328529,38.4451092891287
161,1510.31293974495,14.003325,38.445875
162,1510.31497923036,13.9985463840804,38.44634176
163,1510.32985278297,13.9967625,38.449375
164,1510.34193324057,13.994154718461,38.4522919081552
165,1510.36596433201,13.9957375,38.454
166,1510.38374225566,13.9953596662764,38.4557450136426
167,1510.39863220757,13.9935823378412,38.4587746055597
168,1510.4101470783,13.991635141035,38.4595451659985
169,1510.43017491192,13.9921462962963,38.4608055555556
170,1510.44459036016,13.9908112357639,38.4623215798611
171,1510.48678579988,13.997425,38.465625
172,1510.50779456765,13.9983899515669,38.4665042574212
173,1510.5679902554,14.0098534589152,38.4717454562858
174,1510.60298273142,14.0141004904124,38.4753746846479
175,1510.63598185118,14.0181220698723,38.4779912659654
176,1510.66036283485,14.0191268821437,38.4814621815551
177,1510.674906507,14.0180105425492,38.48251623
178,1510.70174817469,14.0204524845444,38.4842666425742
179,1510.71660574832,14.0187156245813,38.4871624740881
180,1510.76210332316,14.0255316531755,38.4925962019754
181,1510.77460989442,14.0235375,38.4942732907588
182,1510.80011293686,14.0244493364048,38.4988785762966
183,1510.82284162489,14.0255144373315,38.500875
184,1510.84624842164,14.0261836974289,38.5044279922726
185,1510.86932955721,14.0276444617536,38.5056913000232
186,1510.87981635655,14.023959666052,38.5100897670351
187,1510.87463648524,14.0172944444444,38.5096203703704
188,1510.88261454269,14.0136069794515,38.5120245882795
189,1510.86415507345,14.003075,38.510875
190,1510.88592731186,14.0039714176439,38.5125382547789
191,1510.89252849075,14.0003101867275,38.51377901
192,1510.92523256306,14.00420372,38.5164826076775
193,1510.94141644974,14.003125,38.51875
194,1510.9670739481,14.0050617482019,38.5208466408388
195,1510.95908154137,13.9966,38.52275
196,1510.96547185821,13.9929864179102,38.52370176
197,1510.9877332661,13.9933,38.52725
198,1510.99851201837,13.9908801779235,38.5286432494772
199,1511.01942345884,13.991725,38.52975
200,1511.0263164867,13.988483272307,38.5301499169746
201,1511.0380416911,13.986375,38.5315
202,1511.04137326134,13.9820108316383,38.53193838
203,1511.08407416993,13.9888726896012,38.535
204,1511.10750380747,13.990273881169,38.5366891107808
205,1511.11337418307,13.9867,38.537125
206,1511.13969623497,13.9886001927137,38.5398426566144
207,1511.16578620506,13.9909875,38.541125
208,1511.1937627147,13.9939235690172,38.5425058069858
209,1511.20584265041,13.9921125,38.543375
210,1511.20607729919,13.9868156561916,38.5437320815956
211,1511.22255908773,13.9864625,38.544375
212,1511.23048586184,13.9832402412538,38.545551047015
213,1511.23399986041,13.979075,38.545625
214,1511.2394164055,13.9753211802935,38.5461630739133
215,1511.26075600703,13.9760625,38.547875
216,1511.27717768848,13.9752428844471,38.549667505487
217,1511.2976594767,13.9759625,38.55075
218,1511.30032721058,13.9709000201884,38.5524541192818
219,1511.31943109347,13.9714,38.553
220,1511.33572203701,13.9709468102763,38.5537472081537
221,1511.32952121508,13.9631272343157,38.5554526157229
222,1511.33899456262,13.9605784194513,38.5561388639908
223,1511.34451514918,13.957025,38.55625
224,1511.33862711086,13.9496277511082,38.5571279447606
225,1511.34921539275,13.9475,38.557625
226,1511.37475125627,13.9492124453661,38.5601899018936
227,1511.41220047734,13.9544748263889,38.5631471354167
228,1511.43170804731,13.9543014114228,38.5657438741855
229,1511.4637734265,13.9582125,38.567875
230,1511.48456698805,13.9588421985375,38.5694354114591
231,1511.50892899972,13.9602875,38.57175
232,1511.52213528413,13.9589118825344,38.5724030855682
233,1511.52899422151,13.95505,38.574375
234,1511.53753233904,13.9524576748017,38.5744271
235,1511.542115646,13.94785,38.5765
236,1511.55640046795,13.9465580640479,38.5778002296519
237,1511.58021217977,13.947925,38.579875
238,1511.60165447676,13.9485213196231,38.5820379553426
239,1511.6400265086,13.9542625,38.5845
240,1511.66727639269,13.9564884582645,38.5871135388801
241,1511.6847659052,13.9560125,38.588875
242,1511.70701405337,13.9573176943754,38.5898602906553
243,1511.73533761749,13.9597778549962,38.592729620586
244,1511.75321129325,13.9596239193097,38.5939702244153
245,1511.78335347526,13.963025,38.595875
246,1511.80110544805,13.9631962485245,38.5961829099812
247,1511.82487752021,13.9647,38.597875
248,1511.81801253603,13.9574785518101,38.5975167941208
249,1511.82257752766,13.953775,38.59725
250,1511.8138847629,13.9457510783145,38.5975003596829
251,1511.82269454053,13.9433125,38.597375
252,1511.84652177304,13.9447619682335,38.5992481286851
253,1511.85854513748,13.943175,38.5995
254,1511.87483566768,13.9426060855776,38.6005425328437
255,1511.8815824268,13.9393,38.601
256,1511.89514420916,13.93811325,38.6014519481436
257,1511.90643769832,13.936186474377,38.6019950810185
258,1511.92761314609,13.9372203786252,38.6028178575625
259,1511.94645521063,13.9372023148148,38.6044814814815
260,1511.96945101011,13.9385854046811,38.6058599293553
261,1511.98762636764,13.9386125,38.606875
262,1512.00891293605,13.9395533125952,38.6080254487277
263,1512.02820055743,13.9400875,38.608625
264,1512.05160001716,13.9415899130278,38.61001883
265,1512.07948269842,13.9444997540509,38.611375
266,1512.10257954324,13.9460707592756,38.6123511157983
267,1512.12029540544,13.9459583916914,38.6133570503951
268,1512.1400511323,13.9465520062865,38.6141772253091
269,1512.16293357335,13.94817145,38.6148575
270,1512.18423718401,13.9492936362226,38.6155550589849
271,1512.2093314121,13.9514432076449,38.61663906
272,1512.23509778467,13.9536351603675,38.6181510115632
273,1512.25116970898,13.9532687,38.6184965
274,1512.26915400408,13.9531085713674,38.6198386809842
275,1512.28742587922,13.9534,38.62025
276,1512.30663817326,13.9533744682936,38.622226648834
277,1512.32486310723,13.9536529360087,38.6226335903636
278,1512.34971560049,13.955504382038,38.6242903576258
279,1512.36757606854,13.9557462962963,38.6245
280,1512.39398818738,13.9581121206639,38.6260803980074
281,1512.41310012484,13.9586125,38.626625
282,1512.43719496764,13.9604609893161,38.62768445
283,1512.45822742924,13.96155,38.62825
284,1512.49742686801,13.9673999745569,38.6310904777579
285,1512.51419857802,13.9672173907934,38.6315206541747
286,1512.54351752332,13.9703387783925,38.6334823042427
287,1512.56251484941,13.9708625,38.633875
288,1512.58851827839,13.9731174996869,38.6354150302474
289,1512.61852174972,13.97655,38.637125
290,1512.61992621191,13.9719540327518,38.6366196492329
291,1512.64051387308,13.9728532742584,38.6373172789725
292,1512.65378419899,13.9714745451718,38.6380234210434
293,1512.66919763113,13.9709,38.638375
294,1512.70528445364,13.9758546619746,38.6410316482193
295,1512.74034542372,13.980812378559,38.6428626972201
296,1512.76678170132,13.9834198467775,38.643843523376
297,1512.79326070162,13.985875,38.64525
298,1512.80947034614,13.985531892477,38.64564177
299,1512.83275924082,13.9870625,38.646875
300,1512.85037427997,13.9872779074201,38.6469544793024
301,1512.874569536,13.9892859731208,38.6476852353606
302,1512.90251334877,13.9922887069131,38.6488556285188
303,1512.93080388527,13.9953329723286,38.6501967669551
304,1512.95809409475,13.9980699581448,38.6515284376303
305,1512.9851117034,14.0007125404504,38.6528851350723
306,1513.01209990514,14.0033392678369,38.6542593824378
307,1513.0387803941,14.0058823680552,38.6556028702123
308,1513.06482990776,14.008256911979,38.65687538
309,1513.0897538369,14.0103266871441,38.6580314310471
310,1513.11314018217,14.0119808914219,38.6590262398543
311,1513.13496123679,14.0132154168201,38.6598480867827
312,1513.15629714487,14.0143154450267,38.6606276286202
313,1513.17780559702,14.0154594355245,38.6614321042981
314,1513.20079943902,14.0170064180264,38.6623886405551
315,1513.22555386882,14.0190324281639,38.6635220206059
316,1513.25160771605,14.0214132316107,38.6647829072555
317,1513.27849327357,14.0240226084012,38.6661217938854
318,1513.30570591353,14.0267232522037,38.66748806
319,1513.3327587588,14.0293831031434,38.6688317062098
320,1513.35886641643,14.0317752570234,38.6701075527413
321,1513.38353151259,14.0337596014407,38.6712776653251
322,1513.40646944201,14.0352609228818,38.6723075126635
323,1513.42714703109,14.0361377214668,38.6731340864437
324,1513.44664290309,14.0366914977762,38.6738453691167
325,1513.46591892028,14.0371903993446,38.6745217184828
326,1513.48498216603,14.0376387592328,38.6751576700463
327,1513.5038397001,14.0380408502116,38.6757478959088
328,1513.52250951321,14.0384027733868,38.6762911109724
329,1513.54099864003,14.0387282480326,38.676783389034
330,1513.55929158594,14.0390167970088,38.6772135716368
331,1513.57716222787,14.0391977229549,38.6775824134295
332,1513.59406400815,14.0390916495404,38.6779135495899
333,1513.61005582403,14.0387146523829,38.6782128055761
334,1513.62527184511,14.0381077211835,38.6784822228639
335,1513.6400674473,14.0373764833549,38.6787347000851
336,1513.65459251048,14.03656472993,38.6789776261902
337,1513.66893943428,14.0357020977793,38.679208779637
338,1513.68319841846,14.0348163526888,38.6794289755775
339,1513.69746307182,14.0339337481019,38.6796456269999
340,1513.71205762453,14.0331448562287,38.6798853101701
341,1513.72706548021,14.0324669889963,38.6801702081411
342,1513.74196816027,14.0317546024027,38.6804596388725
343,1513.75672605966,14.0310005276724,38.6807403660545
344,1513.77128884276,14.0301949874321,38.6809972784497
345,1513.78556766995,14.0293185232931,38.6812093561082
346,1513.7994087245,14.0283264971355,38.6813683147374
347,1513.8126486315,14.0271619113491,38.681489985216
348,1513.82544422151,14.0258729622794,38.6815759828206
349,1513.83842302054,14.0246346471776,38.6816784211334
350,1513.85194077046,14.0235492438877,38.6818189043858
351,1513.866113665,14.0226501680875,38.6820044243754
352,1513.88045238959,14.0217904753438,38.6822213041982
353,1513.89496886199,14.0209773726582,38.6824605489178
354,1513.90976153247,14.0202442687893,38.6827150153558
355,1513.92480129317,14.0195866821521,38.6829729377554
356,1513.94007386611,14.0190060638245,38.6832191657198
357,1513.95558360761,14.0185003957424,38.68346235
358,1513.97114124021,14.0180023232737,38.68372423
359,1513.98680627253,14.0175328620631,38.6839983772756
360,1514.00263834168,14.017115672424,38.6842716689195
361,1514.01871761174,14.0167783396739,38.6845372987417
362,1514.03509152996,14.0165330818692,38.6848017869032
363,1514.05176469681,14.016370993379,38.6850916757691
364,1514.06870925303,14.016280890987,38.685413423118
365,1514.08594901785,14.0162724236862,38.6857612719396
366,1514.10346212407,14.0163398678915,38.6861324469328
367,1514.12118051365,14.0164677808867,38.68651223
368,1514.1390293256,14.0166387476407,38.6868855344541
369,1514.15696557237,14.0168428475959,38.6872434922944
370,1514.17492921391,14.0170658918515,38.6875745736362
371,1514.19281674043,14.0172786701037,38.68787109938
372,1514.2108975584,14.0175450728689,38.6881842290343
373,1514.22935812365,14.0179183930795,38.6885260602758
374,1514.24826894096,14.0184176184501,38.6889041614285
375,1514.26757787554,14.0190273239127,38.689316502537
376,1514.28720827188,14.0197256696404,38.6897579381569
377,1514.3073995183,14.0205785889373,38.6902504110013
378,1514.32916098971,14.0218668811742,38.6908792683993
379,1514.352071676,14.0234752211296,38.6916043951311
380,1514.37552530559,14.0252330941712,38.6923793645521
381,1514.39861523656,14.0268867110828,38.6931315315782
382,1514.42073037171,14.028268154322,38.6938037807414
383,1514.44144507749,14.0292567584619,38.6943658064105
384,1514.46051585503,14.0297845902067,38.694797424111
385,1514.47796677353,14.0298637683686,38.6950867115787
386,1514.49503036957,14.0298370753801,38.695338280672
387,1514.51190810348,14.0297649618346,38.6955578740457
388,1514.52864554465,14.0296638926311,38.6957396218913
389,1514.54510326414,14.0294958017689,38.69586987
390,1514.56118805463,14.0292380637849,38.6959322482585
391,1514.57684682825,14.0288727729031,38.6959303325697
392,1514.59175151259,14.0282969063481,38.695866580213
393,1514.6058385061,14.0274908855441,38.695740491947
394,1514.61940322445,14.0265332177084,38.6955865404343
395,1514.63284607395,14.0255330517014,38.6954443687158
396,1514.6463592492,14.0245465702055,38.6953232524237
397,1514.66005969304,14.0236099037489,38.6952238231235
398,1514.67363462199,14.0226378624181,38.6951149642117
399,1514.68695938567,14.021598271665,38.6949797310035
400,1514.70040462805,14.0205892595016,38.6948622290304
401,1514.71409609946,14.0196451613109,38.6947747246772
402,1514.72810451801,14.0187890072455,38.6947145407457
403,1514.74230121919,14.0179818147561,38.6946790000375
404,1514.75664566162,14.0172120127859,38.6946654253545
405,1514.77115762545,14.0164869023467,38.6946708544528
406,1514.78550525461,14.0157172155045,38.6946594653561
407,1514.79941500014,14.0148295556172,38.6946012729426
408,1514.81295727307,14.0138421825109,38.6945056499934
409,1514.82641698036,14.0128319670096,38.6944027523455
410,1514.83996211283,14.0118430960922,38.6943132742593
411,1514.85336427213,14.0108067134484,38.6942316568464
412,1514.86635533635,14.0096423224936,38.69415054
413,1514.87929166404,14.0084519083418,38.6940926086676
414,1514.89242893528,14.0073095922368,38.6940716723317
415,1514.90540361926,14.0061171426597,38.6940497076863
416,1514.91832955256,14.0049091804943,38.6940287037813
417,1514.93166321994,14.0038146046472,38.694042098807
418,1514.94587384857,14.0029640356357,38.694129041486
419,1514.96117216845,14.0024202760646,38.6942964215788
420,1514.97721084059,14.0020865466278,38.6945154230183
421,1514.99348779921,14.0018215096069,38.6947481659144
422,1515.00990211143,14.0016018117334,38.694974021934
423,1515.02638736028,14.0014108743292,38.6951825327835
424,1515.04280760409,14.0012094789084,38.6953658903487
425,1515.05892199645,14.000934957414,38.6954927455308
426,1515.07458559438,14.0005500828787,38.6955429885801
427,1515.08978626153,14.0000445635533,38.6955333990406
428,1515.10447956143,13.999398545173,38.69547953694
429,1515.11861732155,13.998597436956,38.6953804496826
430,1515.13211410129,13.9976161659816,38.6952323649608
431,1515.14504848932,13.9964785202061,38.6950369631926
432,1515.15766578406,13.9952518806865,38.694817044118
433,1515.17025452625,13.9940149283474,38.6946008792241
434,1515.18284334026,13.9927752089894,38.6943919405792
435,1515.19560063343,13.9915808482072,38.6942010362354
436,1515.20876197472,13.9904986820057,38.6940445034897
437,1515.22249984698,13.9895726827507,38.6939470498197
438,1515.23680022685,13.9887971761472,38.6939120249244
439,1515.25151649778,13.9881324135002,38.69392447
440,1515.26661542513,13.987571651729,38.6939751487201
441,1515.28189390011,13.9870596774217,38.6940437563572
442,1515.29728798238,13.9865809788575,38.694119088832
443,1515.31269779683,13.9861089944802,38.6941896535841
444,1515.32789005986,13.9855785786603,38.6942366078191
445,1515.34277273301,13.9849666936748,38.6942456736024
446,1515.35717463924,13.9842299256899,38.6941917558386
447,1515.37134914972,13.9834372240847,38.6940999763159
448,1515.38539810885,13.982616188796,38.6939807280751
449,1515.39938653659,13.9817836655816,38.6938426369442
450,1515.41330299458,13.9809344650866,38.6936899170351
451,1515.42709205739,13.9800508323913,38.6935239633114
452,1515.44073927826,13.9791266859727,38.6933488878878
453,1515.45417523313,13.9781406155892,38.6931643137363
454,1515.46744580077,13.9771038495259,38.6929780281266
455,1515.48053513749,13.9760101854359,38.6927933448537
456,1515.4932633737,13.9748088313431,38.6925972493859
457,1515.50574118151,13.9735329653783,38.6923928312126
458,1515.51804801909,13.9722074242067,38.6921796907564
459,1515.53024198215,13.9708495704891,38.6919595833464
460,1515.54237672863,13.9694757888629,38.6917332275844
461,1515.55453482531,13.9681100330968,38.6915049539383
462,1515.56670058295,13.9667481878076,38.6912728151939
463,1515.57886594889,13.9653882869003,38.6910354359479
464,1515.59108424285,13.9640458138143,38.6907955655007
465,1515.60338711021,13.9627301343174,38.6905543750868
466,1515.61567040695,13.9614110493867,38.69030638
467,1515.62785200059,13.9600617213943,38.6900550453097
468,1515.63988819426,13.9586697616026,38.68979736
469,1515.65175031814,13.957227478062,38.6895302339437
470,1515.66349582614,13.9557513804626,38.6892570856115
471,1515.67522325415,13.9542693385396,38.6889849018476
472,1515.68696714699,13.9527903618616,38.688718088639
473,1515.69880133139,13.95133525,38.6884620749519
474,1515.71082205618,13.9499314528049,38.68822307
475,1515.72311607398,13.9486043003564,38.6880051414526
476,1515.73565259986,13.9473483846098,38.6877975915562
477,1515.74840073657,13.94615544,38.6875969971672
478,1515.76139915789,13.9450365210698,38.6874057686021
479,1515.77449313612,13.9439490702126,38.6872098658246
480,1515.78764961197,13.9428829511786,38.6870089733981
481,1515.80087715377,13.941839718024,38.6868059290707
482,1515.81410188899,13.9407971499413,38.6865989402584
483,1515.82732070913,13.9397531170862,38.68639101007
484,1515.84057053374,13.9387170781227,38.6861872723837
485,1515.85389399845,13.9377005582047,38.6859921010375
486,1515.86726281558,13.9366951233051,38.6858046168144
487,1515.88056622596,13.9356679878355,38.6856207860277
488,1515.89379804517,13.9346170642021,38.6854410517556
489,1515.90691033128,13.9335286296984,38.6852624712132
490,1515.91986660318,13.932393800436,38.6850787958817
491,1515.93272093025,13.9312288292651,38.6848913619798
492,1515.94547038663,13.9300342303269,38.6846965152783
493,1515.95812430502,13.9288137247631,38.6844921322194
494,1515.97071346478,13.9275765494673,38.68427901
495,1515.98325674058,13.9263286957145,38.6840567943907
496,1515.99572411944,13.9250629813553,38.6838200177025
497,1516.00811072029,13.9237776400519,38.6835693383708
498,1516.02042878775,13.9224752568601,38.6833078839159
499,1516.03274372413,13.9211728606412,38.6830440245925
500,1516.04506939754,13.9198725970308,38.6827833110673
501,1516.05740627881,13.9185740477992,38.6825271970519
502,1516.06977519777,13.9172820824607,38.6822797723925
503,1516.0822058121,13.9160048702175,38.6820436714067
504,1516.09473692139,13.9147538096579,38.6818205034517
505,1516.10739959687,13.9135382978145,38.6816108584887
506,1516.12016479108,13.9123511190703,38.68141012
507,1516.1329697078,13.9111765295515,38.6812086981468
508,1516.14571641645,13.9099891351979,38.68099382
509,1516.15832413005,13.9087655584363,38.6807612220799
510,1516.17067057811,13.9074716937028,38.6805011694955
511,1516.18276456735,13.90610989576,38.6802146495551
512,1516.19466260904,13.9046961713651,38.6799055578175
513,1516.20641567052,13.9032444756382,38.6795786448238
514,1516.21807592448,13.9017692831129,38.6792382780949
515,1516.22970639606,13.9002875543827,38.6788910771836
516,1516.24136525379,13.8988148593054,38.6785433601152
517,1516.25312384309,13.8973703366692,38.6782027594082
518,1516.26499158328,13.8959563273274,38.6778707522759
519,1516.27697218816,13.894573445248,38.6775487113398
520,1516.28896438568,13.8931927753907,38.6772303071333
521,1516.30096892431,13.8918138451354,38.6769173563284
522,1516.31295492915,13.8904267836855,38.6766106573116
523,1516.32495695665,13.8890415807927,38.6763120473462
524,1516.33700002334,13.8876654006271,38.6760230276805
525,1516.34910188611,13.8863042293264,38.6757423355941
526,1516.36127435192,13.8849617740678,38.675469832836
527,1516.3735004853,13.8836339328782,38.6752025674196
528,1516.38576990172,13.8823185122036,38.6749378981885
529,1516.39810469772,13.8810225834008,38.6746752253895
530,1516.41051517968,13.8797500535151,38.6744126930928
531,1516.42296484552,13.878491056219,38.6741465948505
532,1516.43542940214,13.8772386077924,38.6738755428428
533,1516.44787309648,13.8759818410144,38.6735990204585
534,1516.46024877293,13.8747068425796,38.6733152683851
535,1516.47252724791,13.8734050456511,38.6730230907411
536,1516.48469528884,13.8720723099848,38.6727226123416
537,1516.49673716054,13.8707036627612,38.67241411
538,1516.50862851463,13.8692917099448,38.6720972324779
539,1516.52029140282,13.8678140510354,38.6717675532636
540,1516.53164087164,13.8662469072595,38.6714186193786
541,1516.54221964058,13.8644631980507,38.671013259319
542,1516.55205606973,13.8624712473861,38.6705527306416
543,1516.56122874031,13.8602920994627,38.6700455700883
544,1516.56977637202,13.857935167257,38.6694985
545,1516.57788195832,13.8554522803454,38.6689239542425
546,1516.58572978139,13.8528957442616,38.6683341308586
547,1516.59350033232,13.8503168838559,38.667740692245
548,1516.60139493208,13.8477732718771,38.6671557605587
549,1516.60962260945,13.8453244426134,38.6665925023608
550,1516.61836183314,13.843021590172,38.6660611733196
551,1516.62745408792,13.8408195357055,38.6655517900231
552,1516.63659449783,13.8386329068755,38.6650413361524
553,1516.64588270242,13.836490109782,38.6645359993923
554,1516.65534014344,13.8343968207404,38.6640382176008
555,1516.66491232057,13.8323361000796,38.6635482062377
556,1516.67464734035,13.8303209364586,38.66307081
557,1516.68458268834,13.8283613407273,38.6626100774948
558,1516.69474451934,13.8264641010642,38.66216933
559,1516.70514678126,13.8246334268707,38.661748799851
560,1516.71581783923,13.8228781962103,38.6613481661138
561,1516.72680378733,13.8212120073382,38.6609690639743
562,1516.73803776918,13.8196161254678,38.6606064849382
563,1516.74946247581,13.8180744415063,38.6602562698742
