numer_sta;date;lat;lon;t;td;u;dd;ff;pmer;tmer;HwaHwa;PwaPwa;dwadwa;Hw1Hw1;Pw1Pw1;dw1dw1;Hw2Hw2;Pw2Pw2;dw2dw2;tend;cod_tend;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rafper;per;phenspe1;phenspe2;
4100300;20250201000000;15.850000;-57.490000;300.050000;295.050000;74.000000;80.000000;9.600000;101740;300.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.900000;-10;mq;mq
6100001;20250201000000;43.380000;7.830000;285.750000;282.050000;78.000000;70.000000;10.100000;102270;286.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.700000;-10;mq;mq
6101031;20250201000000;41.770000;7.580000;285.650000;281.750000;77.000000;270.000000;5.000000;102320;mq;1.300000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.100000;-10;mq;mq
6101032;20250201000000;41.610000;10.190000;287.150000;285.750000;91.000000;150.000000;5.300000;102320;287.450000;0.700000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.000000;-10;mq;mq
6101034;20250201000000;41.570000;5.520000;284.450000;277.850000;64.000000;330.000000;8.600000;102440;286.750000;2.400000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.400000;-10;mq;mq
6101035;20250201000000;40.510000;6.720000;285.850000;280.350000;69.000000;330.000000;7.600000;102370;288.950000;1.700000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.800000;-10;mq;mq
6200001;20250201000000;45.210000;-4.980000;284.750000;283.850000;94.000000;300.000000;7.500000;102640;mq;2.300000;9.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;10.600000;-10;mq;mq
6200001;20250201005000;45.212900;-4.975300;mq;mq;mq;mq;mq;mq;mq;2.300000;6.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250201010000;15.850000;-57.490000;300.150000;295.350000;75.000000;80.000000;9.200000;101770;300.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.900000;-10;mq;mq
6100001;20250201010000;43.380000;7.830000;285.550000;282.050000;79.000000;60.000000;11.300000;102250;286.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.600000;-10;mq;mq
6101031;20250201010000;41.770000;7.580000;285.450000;281.150000;75.000000;290.000000;5.200000;102270;mq;1.400000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.700000;-10;mq;mq
6101032;20250201010000;41.610000;10.190000;287.350000;285.950000;91.000000;150.000000;5.100000;102250;287.350000;0.700000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.100000;-10;mq;mq
6101034;20250201010000;41.570000;5.520000;284.350000;277.550000;63.000000;320.000000;8.400000;102380;286.750000;2.400000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.600000;-10;mq;mq
