numer_sta;date;lat;lon;t;td;u;dd;ff;pmer;tmer;HwaHwa;PwaPwa;dwadwa;Hw1Hw1;Pw1Pw1;dw1dw1;Hw2Hw2;Pw2Pw2;dw2dw2;tend;cod_tend;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rafper;per;phenspe1;phenspe2;
4100300;20250401000000;15.850000;-57.490000;298.550000;294.250000;77.000000;60.000000;8.100000;101630;300.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.800000;-10;mq;mq
6100001;20250401000000;43.380000;7.830000;288.250000;284.250000;77.000000;90.000000;2.400000;101400;287.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.600000;-10;mq;mq
6101031;20250401000000;41.760000;7.580000;288.450000;285.250000;81.000000;10.000000;2.800000;101240;mq;1.400000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.600000;-10;mq;mq
6200001;20250401000000;45.240000;-5.020000;287.450000;283.650000;78.000000;100.000000;9.200000;101510;mq;1.800000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.800000;-10;mq;mq
6200001;20250401005000;45.236200;-5.020900;mq;mq;mq;mq;mq;mq;mq;2.000000;5.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401010000;15.850000;-57.490000;299.250000;295.350000;79.000000;80.000000;9.400000;101700;300.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.200000;-10;mq;mq
6101031;20250401010000;41.760000;7.580000;288.550000;286.050000;85.000000;80.000000;4.500000;101170;mq;1.400000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.000000;-10;mq;mq
6200001;20250401010000;45.240000;-5.020000;287.350000;283.350000;77.000000;100.000000;9.400000;101450;mq;2.000000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.800000;-10;mq;mq
6200001;20250401015000;45.236300;-5.020300;mq;mq;mq;mq;mq;mq;mq;2.000000;5.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401020000;15.850000;-57.490000;299.350000;294.750000;76.000000;80.000000;8.800000;101730;300.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.300000;-10;mq;mq
6100001;20250401020000;43.380000;7.830000;288.150000;283.350000;73.000000;100.000000;4.200000;101340;287.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.900000;-10;mq;mq
6200001;20250401020000;45.240000;-5.020000;287.250000;283.050000;76.000000;100.000000;11.100000;101270;mq;1.900000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.600000;-10;mq;mq
6200001;20250401025000;45.236000;-5.020600;mq;mq;mq;mq;mq;mq;mq;2.000000;5.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401030000;15.850000;-57.490000;298.350000;294.850000;81.000000;90.000000;9.100000;101720;300.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.700000;-10;mq;mq
6200001;20250401030000;45.240000;-5.020000;287.150000;283.150000;77.000000;100.000000;10.600000;101220;mq;2.000000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;16.100000;-10;mq;mq
6200001;20250401035000;45.235300;-5.021900;mq;mq;mq;mq;mq;mq;mq;2.200000;5.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401040000;15.850000;-57.490000;298.250000;294.950000;82.000000;80.000000;7.800000;101670;300.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.100000;-10;mq;mq
6100001;20250401040000;43.380000;7.830000;287.850000;282.050000;68.000000;100.000000;5.100000;101270;287.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.000000;-10;mq;mq
6101031;20250401040000;41.760000;7.570000;288.250000;284.450000;78.000000;110.000000;5.600000;101110;mq;1.000000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.400000;-10;mq;mq
6200001;20250401040000;45.240000;-5.020000;286.950000;282.950000;77.000000;100.000000;10.200000;101150;mq;2.000000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.500000;-10;mq;mq
6200001;20250401045000;45.234900;-5.024200;mq;mq;mq;mq;mq;mq;mq;2.200000;5.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401050000;15.850000;-57.490000;297.050000;294.350000;85.000000;90.000000;8.100000;101670;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.300000;-10;mq;mq
6200001;20250401050000;45.240000;-5.020000;286.850000;282.850000;77.000000;110.000000;9.000000;101150;mq;2.000000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.100000;-10;mq;mq
6200001;20250401055000;45.234800;-5.024400;mq;mq;mq;mq;mq;mq;mq;2.300000;5.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401060000;15.850000;-57.490000;298.750000;294.650000;78.000000;90.000000;8.600000;101620;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.000000;-10;mq;mq
6100001;20250401060000;43.380000;7.830000;286.650000;279.950000;64.000000;110.000000;6.800000;101310;287.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9.900000;-10;mq;mq
6200001;20250401060000;45.240000;-5.020000;286.650000;282.850000;78.000000;110.000000;8.700000;101140;mq;2.000000;6.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.100000;-10;mq;mq
6200001;20250401065000;45.234900;-5.025000;mq;mq;mq;mq;mq;mq;mq;2.200000;5.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401070000;15.850000;-57.490000;298.450000;294.950000;81.000000;80.000000;9.300000;101580;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.700000;-10;mq;mq
6200001;20250401070000;45.240000;-5.020000;286.650000;282.850000;78.000000;100.000000;9.300000;101110;mq;2.200000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.800000;-10;mq;mq
6200001;20250401075000;45.234700;-5.024600;mq;mq;mq;mq;mq;mq;mq;2.400000;5.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401080000;15.850000;-57.490000;298.950000;294.850000;78.000000;90.000000;9.100000;101580;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.800000;-10;mq;mq
6101031;20250401080000;41.760000;7.570000;288.450000;281.250000;62.000000;20.000000;4.800000;101170;mq;0.800000;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.500000;-10;mq;mq
6200001;20250401080000;45.240000;-5.020000;286.550000;282.750000;78.000000;100.000000;9.200000;101120;mq;2.300000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.400000;-10;mq;mq
6200001;20250401085000;45.235400;-5.025200;mq;mq;mq;mq;mq;mq;mq;2.300000;5.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401090000;15.850000;-57.490000;299.350000;294.350000;74.000000;90.000000;10.600000;101610;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.300000;-10;mq;mq
6200001;20250401090000;45.230000;-5.020000;286.450000;282.650000;78.000000;90.000000;9.100000;101120;mq;2.100000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.500000;-10;mq;mq
6200001;20250401095000;45.234600;-5.024300;mq;mq;mq;mq;mq;mq;mq;2.300000;5.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401100000;15.850000;-57.490000;299.450000;294.650000;75.000000;90.000000;9.200000;101650;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.400000;-10;mq;mq
6200001;20250401100000;45.240000;-5.020000;286.350000;282.750000;79.000000;100.000000;9.900000;101060;mq;2.300000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.100000;-10;mq;mq
6200001;20250401105000;45.234600;-5.023800;mq;mq;mq;mq;mq;mq;mq;2.400000;5.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401110000;15.850000;-57.490000;299.250000;294.650000;76.000000;90.000000;10.700000;101690;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.400000;-10;mq;mq
6200001;20250401110000;45.240000;-5.020000;286.450000;282.850000;79.000000;90.000000;10.900000;101010;mq;2.200000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.700000;-10;mq;mq
6200001;20250401115000;45.234900;-5.022700;mq;mq;mq;mq;mq;mq;mq;2.600000;5.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401120000;15.850000;-57.490000;299.350000;294.150000;73.000000;90.000000;10.100000;101750;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.200000;-10;mq;mq
6200001;20250401120000;45.240000;-5.020000;286.350000;282.750000;79.000000;90.000000;9.100000;101010;mq;2.400000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.800000;-10;mq;mq
BATFR23;20250401120000;42.800000;5.000000;287.450000;281.850000;69;110;16.000000;101210;mq;0.500000;4;110;0.500000;4;150;0.000000;3;150;-90;6;10000;0;0;0;10;1;2600;34;28;15;mq;mq;mq;mq;
6200001;20250401125000;45.235900;-5.021500;mq;mq;mq;mq;mq;mq;mq;2.300000;5.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401130000;15.850000;-57.490000;299.450000;293.750000;71.000000;80.000000;10.100000;101810;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.200000;-10;mq;mq
6100001;20250401130000;43.380000;7.830000;288.050000;279.350000;56.000000;80.000000;6.400000;101170;287.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.800000;-10;mq;mq
6200001;20250401130000;45.240000;-5.020000;286.450000;282.850000;79.000000;100.000000;8.400000;101000;mq;2.300000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.600000;-10;mq;mq
6200001;20250401135000;45.236000;-5.020500;mq;mq;mq;mq;mq;mq;mq;2.600000;6.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq
4100300;20250401140000;15.850000;-57.490000;299.550000;293.650000;70.000000;90.000000;9.500000;101830;299.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.500000;-10;mq;mq
6200001;20250401140000;45.240000;-5.020000;286.250000;282.650000;79.000000;100.000000;8.000000;100980;mq;2.500000;7.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.900000;-10;mq;mq
